No;Category;SKU;Name;Description;Favorite;Recommended;Halal;Is package;Cost;Price;Status;Category Sub
218;Seasonal Fish;SFD0004;Alfonsino Kinmedai Nitsuke;;0;0;0;0;0;260000;ACTIVE;
219;Seasonal Fish;SFD0005;Amberjack Nigiri 1pc (Kanpachi);;0;0;0;0;0;55000;ACTIVE;
220;Seasonal Fish;SFD0006;Amberjack Sashimi 3pc (Kanpachi);;0;0;0;0;0;160000;ACTIVE;
221;Seasonal Fish;SFD0007;Amberjack Sashimi 5pc (Kanpachi);;0;0;0;0;0;210000;ACTIVE;
222;Seasonal Fish;SFD0008;Black King F Nigiri 1pc (Cobia);;0;0;0;0;0;55000;ACTIVE;
223;Seasonal Fish;SFD0009;Black King F Sashimi 3pc (Cobia);;0;0;0;0;0;160000;ACTIVE;
224;Seasonal Fish;SFD0010;Black King F Sashimi 5pc (Cobia);;0;0;0;0;0;210000;ACTIVE;
225;Seasonal Fish;SFD0011;Black Pompret Nigiri 1pc (Shimagatsuo);;0;0;0;0;0;55000;ACTIVE;
226;Seasonal Fish;SFD0012;Black Pompret Sashimi 3pc (Shimagatsuo);;0;0;0;0;0;160000;ACTIVE;
227;Seasonal Fish;SFD0013;Black Pompret Sashimi 5pc (Shimagatsuo);;0;0;0;0;0;210000;ACTIVE;
228;Seasonal Fish;SFD0030;Flametail Nigiri 1pc (Onaga/Hamadai);;0;0;0;0;0;55000;ACTIVE;
229;Seasonal Fish;SFD0031;Flametail Sashimi 3pc (Onaga/Hamadai);;0;0;0;0;0;160000;ACTIVE;
230;Seasonal Fish;SFD0032;Flametail Sashimi 5pc (Onaga/Hamadai);;0;0;0;0;0;210000;ACTIVE;
231;Seasonal Fish;SFD0036;Goldband Nigiri 1pc (Nagasaki Fuedai);;0;0;0;0;0;55000;ACTIVE;
232;Seasonal Fish;SFD0037;Goldband Sashimi 3pc (Nagasaki Fuedai);;0;0;0;0;0;160000;ACTIVE;
233;Seasonal Fish;SFD0038;Goldband Sashimi 5pc (Nagasaki Fuedai);;0;0;0;0;0;210000;ACTIVE;
234;Seasonal Fish;SFD0045;Grouper Nitsuke (Hata/Kerapu);;0;0;0;0;0;200000;ACTIVE;
235;Seasonal Fish;SFD0042;Grouper Nigiri 1pc (Hata/Kerapu);;0;0;0;0;0;55000;ACTIVE;
236;Seasonal Fish;SFD0043;Grouper Sashimi 3pc (Hata/Kerapu);;0;0;0;0;0;160000;ACTIVE;
237;Seasonal Fish;SFD0044;Grouper Sashimi 5pc (Hata/Kerapu);;0;0;0;0;0;210000;ACTIVE;
238;Seasonal Fish;SFD0046;Japanese Ruby Nigiri 1pc (Hachibiki);;0;0;0;0;0;55000;ACTIVE;
239;Seasonal Fish;SFD0047;Japanese Ruby Sashimi 3pc (Hachibiki);;0;0;0;0;0;160000;ACTIVE;
240;Seasonal Fish;SFD0048;Japanese Ruby Sashimi 5pc (Hachibiki);;0;0;0;0;0;210000;ACTIVE;
241;Seasonal Fish;SFD0114;Hamachi Sashimi 3pc;;0;0;0;0;0;160000;ACTIVE;
242;Seasonal Fish;SFD0115;Hamachi Sashimi 5pc;;0;0;0;0;0;280000;ACTIVE;
243;Seasonal Fish;SFD0049;Japanese Snapper Nigiri 1pc (Aodai);;0;0;0;0;0;55000;ACTIVE;
244;Seasonal Fish;SFD0050;Japanese Snapper Sashimi 3pc (Aodai);;0;0;0;0;0;160000;ACTIVE;
245;Seasonal Fish;SFD0051;Japanese Snapper Sashimi 5pc (Aodai);;0;0;0;0;0;210000;ACTIVE;
246;Seasonal Fish;SFD0052;Lavender Nigiri 1pc (Himedai);;0;0;0;0;0;55000;ACTIVE;
247;Seasonal Fish;SFD0053;Lavender Sashimi 3pc (Himedai);;0;0;0;0;0;160000;ACTIVE;
248;Seasonal Fish;SFD0054;Lavender Sashimi 5pc (Himedai);;0;0;0;0;0;210000;ACTIVE;
249;Seasonal Fish;SFD0058;Longfined Bull Eye Nigiri 1pc (Chikamekintoki);;0;0;0;0;0;55000;ACTIVE;
250;Seasonal Fish;SFD0059;Longfined Bull Eye Sashimi 3pc (Chikamekintoki);;0;0;0;0;0;160000;ACTIVE;
251;Seasonal Fish;SFD0060;Longfined Bull Eye Sashimi 5pc (Chikamekintoki);;0;0;0;0;0;210000;ACTIVE;
252;Seasonal Fish;SFD0061;Maori Nigiri 1pc (Nami Fuedai);;0;0;0;0;0;55000;ACTIVE;
253;Seasonal Fish;SFD0062;Maori Sashimi 3pc (Nami Fuedai);;0;0;0;0;0;160000;ACTIVE;
254;Seasonal Fish;SFD0063;Maori Sashimi 5pc (Nami Fuedai);;0;0;0;0;0;210000;ACTIVE;
255;Seasonal Fish;SFD0064;Nodoguro Nigiri 1pc (Akamutsu);;0;0;0;0;0;85000;ACTIVE;
256;Seasonal Fish;SFD0065;Nodoguro Sashimi 3pc (Akamutsu);;0;0;0;0;0;270000;ACTIVE;
257;Seasonal Fish;SFD0066;Nodoguro 1 Ekor /kg(Akamutsu);;0;0;0;0;0;2000000;ACTIVE;
258;Seasonal Fish;SFD0067;Ocean Perch Nigiri 1pc (Yumekasago);;0;0;0;0;0;55000;ACTIVE;
259;Seasonal Fish;SFD0068;Ocean Perch Sashimi 3pc (Yumekasago);;0;0;0;0;0;160000;ACTIVE;
260;Seasonal Fish;SFD0069;Ocean Perch Sashimi 5pc (Yumekasago);;0;0;0;0;0;210000;ACTIVE;
261;Seasonal Fish;SFD0076;Parrotfish Nigiri 1 Pcs;;0;0;0;0;0;55000;ACTIVE;
262;Seasonal Fish;SFD0077;Parrotfish Sashimi 3pc (Hibudai);;0;0;0;0;0;160000;ACTIVE;
263;Seasonal Fish;SFD0078;Parrotfish Sashimi 5pc (Hibudai);;0;0;0;0;0;210000;ACTIVE;
264;Seasonal Fish;SFD0094;Red Horse M Grill/Roll (Aka Aji);;0;0;0;0;0;180000;ACTIVE;
265;Seasonal Fish;SFD0091;Red Horse M Nigiri 1pc (Aka Aji);;0;0;0;0;0;50000;ACTIVE;
266;Seasonal Fish;SFD0092;Red Horse M Sashimi 3pc (Aka Aji);;0;0;0;0;0;150000;ACTIVE;
267;Seasonal Fish;SFD0093;Red Horse M Sashimi 5pc (Aka Aji);;0;0;0;0;0;180000;ACTIVE;
268;Seasonal Fish;SFD0096;Red Seabream Sashimi 3pc (Madai);;0;0;0;0;0;160000;ACTIVE;
269;Seasonal Fish;SFD0095;Red Seabream Nigiri 1pc (Madai);;0;0;0;0;0;55000;ACTIVE;
270;Seasonal Fish;SFD0097;Red Seabream Sashimi 5pc (Madai);;0;0;0;0;0;210000;ACTIVE;
271;Seasonal Fish;SFD0098;Rock Fish Nigiri 1pc (Kasago);;0;0;0;0;0;55000;ACTIVE;
272;Seasonal Fish;SFD0099;Rock Fish Sashimi 3pc (Kasago);;0;0;0;0;0;160000;ACTIVE;
273;Seasonal Fish;SFD0100;Rock Fish Sashimi 5pc (Kasago);;0;0;0;0;0;210000;ACTIVE;
274;Seasonal Fish;SFD0079;Pacific Ruby Nigiri 1pc (Htijouakamutu);;0;0;0;0;0;55000;ACTIVE;
275;Seasonal Fish;SGD0080;Pacific Ruby Sashimi 3pc (Htijouakamutu);;0;0;0;0;0;160000;ACTIVE;
276;Seasonal Fish;SFD0081;Pacific Ruby Sashimi 5pc (Htijouakamutu);;0;0;0;0;0;210000;ACTIVE;
277;Seasonal Fish;SFD0116;Taiwan Soldier Bream Nigiri 1pc;;0;0;0;0;0;55000;ACTIVE;
278;Seasonal Fish;SFD0117;Taiwan Soldier Bream Sashimi 3pc;;0;0;0;0;0;160000;ACTIVE;
279;Seasonal Fish;SFD0118;Taiwan Soldier Bream Sashimi 5pc;;0;0;0;0;0;210000;ACTIVE;
280;Seasonal Fish;SFD0108;Travely Nigiri 1pc (Kuwe);;0;0;0;0;0;55000;ACTIVE;
281;Seasonal Fish;SFD0109;Travely Sashimi 3pc (Kuwe);;0;0;0;0;0;160000;ACTIVE;
282;Seasonal Fish;SFD0110;Travely Sashimi 5pc (Kuwe);;0;0;0;0;0;210000;ACTIVE;
283;Seasonal Fish;SFD0119;White Aged Jaw F Nigiri 1pc (Soko Amadai);;0;0;0;0;0;55000;ACTIVE;
284;Seasonal Fish;SFD0120;White Aged Jaw F Sashimi 3pc (Soko Amadai);;0;0;0;0;0;160000;ACTIVE;
285;Seasonal Fish;SFD0121;White Aged Jaw F Sashimi 5pc (Soko Amadai);;0;0;0;0;0;210000;ACTIVE;
286;Seasonal Fish;SFD0111;White Hake Nigiri 1pc;;0;0;0;0;0;55000;ACTIVE;
287;Seasonal Fish;SFD0112;White Hake Sashimi 3pc;;0;0;0;0;0;160000;ACTIVE;
288;Seasonal Fish;SFD0113;White Hake Sashimi 5pc;;0;0;0;0;0;210000;ACTIVE;
289;Seasonal Fish;SFD0082;Rainbow Runner Nigiri 1pc (Tsumuburi);;0;0;0;0;0;55000;ACTIVE;
290;Seasonal Fish;SFD0084;Rainbow Runner Sashimi 5pc (Tsumuburi);;0;0;0;0;0;210000;ACTIVE;
291;Seasonal Fish;SFD0083;Rainbow Runner Sashimi 3pc (Tsumuburi);;0;0;0;0;0;160000;ACTIVE;
292;Rice Bowl;RBOW01;Rice Bowl Beef;USA slice beef, scramble egg, pilihan saus teriyaki / saus yakiniku;0;0;0;0;0;50000;ACTIVE;
293;Rice Bowl;RBOW02;Rice Bowl Curry;Japanese Curry;0;0;0;0;0;47000;ACTIVE;
294;Rice Bowl;RBOW03;Rice Bowl Chicken Katsu;Chicken katsu with teriyaki sauce, scramble egg, sesame seed;0;0;0;0;0;46000;ACTIVE;
295;Rice Bowl;RBOW04;Rice Bowl Salmon;Salmon, scramble egg, sesame seed;0;0;0;0;0;65000;ACTIVE;
296;Special Uni;SPUN01;Uni Gunkan;Uni (sea urchin) / pc;0;0;0;0;0;200000;ACTIVE;
297;Special Uni;SPUN02;Uni Ikura Gunkan;Uni and ikura (salmon roe);0;0;0;0;0;200000;ACTIVE;
298;Special Uni;SPUN03;Mix Uni Toro Ikura Gunkan;Harga per pcs uni, ikura, otoro;0;0;0;0;0;200000;ACTIVE;
299;Special Uni;SPUN04;Uni Toro Gunkan;Uni and toro (tuna belly);0;0;0;0;0;200000;ACTIVE;
300;Special Uni;SPUN05;Uni Salmon;Uni and salmon fresh;0;0;0;0;0;200000;ACTIVE;
301;Minuman / Dessert;Cco001;Cheese Cake Original;;0;0;0;0;0;50000;ACTIVE;
302;Minuman / Dessert;MNMN02;Matcha Free Flow (Self Service);We use macha powder;0;0;0;0;0;25000;ACTIVE;
303;Minuman / Dessert;MNMN03;Sprite Waterlymon;;0;0;0;0;0;10000;ACTIVE;
304;Minuman / Dessert;MNMN04;Fanta;Fanta Orange / Strawberry berikan note;0;0;0;0;0;10000;ACTIVE;
305;Minuman / Dessert;MNMN05;Sprite;;0;0;0;0;0;10000;ACTIVE;
306;Minuman / Dessert;MNMN06;Coca Cola;;0;0;0;0;0;10000;ACTIVE;
307;Minuman / Dessert;MNMN07;Freshtea;;0;0;0;0;0;8000;ACTIVE;
308;Minuman / Dessert;MNMN08;Mineral Water;Dingin / biasa berikan note;0;0;0;0;0;5000;ACTIVE;
309;Additional;ADDI01;Nasi Putih (Japonica Rice);;0;0;0;0;0;20000;ACTIVE;
310;Recommended;HAPL01;Platter 1 (8 Pcs);Tobiko 1 pcs, kurage 1 pcs, wakame 1 pcs, tuna 1 pcs, california roll 4 pcs, tamako magi 4 pcs, volcano 4 pcs, salmon salad maki 4 pcs;0;0;0;0;0;120000;INACTIVE;
311;Recommended;HAPL02;Sakana Platter (14 Pcs);Ebi tempura, salmon / tuna fresh, salmon / tuna mentai, salmon / tuna salad, crabstick, tanuki, tobiko;0;0;0;0;0;165000;INACTIVE;
312;Recommended;HAPL03;Single Platter (19 Pcs);California roll, mozza creamy cheese, tuna roll, kani roll, dynamite roll, kani sushi, tamago sushi, inari sushi;0;0;0;0;0;120000;INACTIVE;
313;Recommended;HAPL04;Platter 2 (27 Pcs);California roll, volcano roll 4 pcs, tamago maki 8 pcs, salmon maki 8 pcs, salmon mentai sushi 1 pcs, inari sushi 1 pcs, crabstick 1 pcs;0;0;0;0;0;120000;INACTIVE;
314;Recommended;HAPL07;Platter PD Aja (60 Pcs);Platter 4, 1 porsi kanimayo tobiko, 1 porsi dynamite roll;0;0;0;0;0;300000;INACTIVE;
315;Recommended;HAPL08;Platter Set A;4 pcs volcano roll, 4 pcs california roll, 4 pcs nigiri mentai, 2 pcs takoyaki;0;0;0;0;0;110000;INACTIVE;
316;Recommended;HAPL09;Platter Set B;8 pcs dynamite roll, 4 pcs nigiri mentai, 2 pcs takoyaki;0;0;0;0;0;110000;INACTIVE;
317;Nigiri & Gunkan;NNGU06;Hana Roll;Aburi salmon, salmon bales, tuna salad, tobiko;0;0;0;0;0;107000;INACTIVE;
318;Ramen Noodles;RNOO02;Ramen Beef;Ramen, crabstick, naruto, wakame, egg, marinated shiitake mushroom, sesame seed, beef teriyaki;0;0;0;0;0;45000;INACTIVE;
319;Seasonal Fish;SEFI01;Cuttlefish Nigiri (1 Pcs);;0;0;0;0;0;45000;INACTIVE;
320;Seasonal Fish;SEFI20;Amaebi Sushi;;0;0;0;0;0;50000;INACTIVE;
321;Seasonal Fish;SFDX115;Hamachi Nigiri 1pc;;0;0;0;0;0;61000;INACTIVE;
322;Seasonal Fish;SEFI64;Hashikinme Sashimi 5 Slice;;0;0;0;0;0;190000;INACTIVE;
323;Seasonal Fish;SEFI38;Goldband Jobfish Nitsuke/Salted;;0;0;0;0;0;150000;INACTIVE;
324;Seasonal Fish;SEFI49;Blue Snapper Nitsuke/Salted;;0;0;0;0;0;150000;INACTIVE;
325;Seasonal Fish;SEFI28;Peddletail Snapper Nigiri 1 Pcs;;0;0;0;0;0;50000;INACTIVE;
326;Seasonal Fish;SEFI32;Peddletail Snapper Sashimi 3 Pcs;;0;0;0;0;0;140000;INACTIVE;
327;Seasonal Fish;SEFI48;Lavender Nitsuke/Salted;;0;0;0;0;0;175000;INACTIVE;
328;Seasonal Fish;SEFI30;Peddletail Snapper Sashimi 5 Pcs;;0;0;0;0;0;190000;INACTIVE;
329;Seasonal Fish;SEFI57;Blackthroat Seaperch Akauo Nitsuke;;0;0;0;0;0;140000;INACTIVE;
330;Seasonal Fish;SEFI62;Akauo Nitsuke Seaperch;;0;0;0;0;0;140000;INACTIVE;
331;Minuman / Dessert;MNMN01;Mochi Ice Cream (No Topping);;0;0;0;0;0;30000;INACTIVE;
332;Hampers Platter;HAPL05;Platter 3 (38 Pcs);California 8 pcs, volcano 8 pcs, inari sushi 2 pcs, tamago sushi 2 pcs, kani sushi 2 pcs, tamago maki 8 pcs, salmon maki 8 pcs;0;0;0;0;0;160000;ACTIVE;
333;Hampers Platter;HAPL06;Platter 4 (44 Pcs);(Free box) 1 box isi california roll 8 pcs, volcano roll 8 pcs, mozza reamy cheese tuna roll 8 pcs, dynamite roll 8 pcs, tamago maki 8 pcs, nigiri mentai 4 pcs;0;0;0;0;0;240000;ACTIVE;
